C,MC,SCP_UID,date,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12,NDVI,REP,FAI,GNDVI,NDVI-B8A,VB-FAH,SEI,SABI
Ws,W,20191002_152510014693_390,20190304,0.2671,0.333,0.3732,0.1978,0.16,0.0495,0.0528,0.0454,0.0472,0.0445,0.0462,0.0396,-0.6266447,699.2029,-0.12405079,-0.7830865,-0.6146938,-0.2201044,-0.00873361,-0.21580286
Ws,W,20191002_152800402755_842,20190304,0.2639,0.3216,0.3492,0.1508,0.1051,0.0388,0.0428,0.0365,0.0387,0.0379,0.0367,0.0328,-0.61025095,702.98126,-0.0929633,-0.8107337,-0.5915567,-0.19088238,-0.0027322357,-0.17039357
Ws,W,20191002_152531341276_519,20190304,0.2802,0.3588,0.3894,0.2064,0.1621,0.0463,0.0486,0.0433,0.0421,0.0414,0.0435,0.0377,-0.6531838,699.1891,-0.13263771,-0.7998613,-0.661167,-0.233738,-0.0023041437,-0.21798985
Ws,W,20191002_152510014693_390,20190304,0.2661,0.3306,0.3724,0.1948,0.159,0.0471,0.0517,0.0443,0.0457,0.0436,0.0465,0.0394,-0.6294437,698.9289,-0.122767895,-0.78737706,-0.61995846,-0.2190536,-0.024229074,-0.21408252
Ws,W,20191002_152510014693_390,20190304,0.2544,0.3188,0.3576,0.1758,0.1332,0.0444,0.0477,0.0423,0.0434,0.0437,0.0428,0.0373,-0.61210454,700.7728,-0.108629,-0.788447,-0.6040146,-0.20367478,-0.0058754524,-0.19736841
Ws,W,20191002_152510014693_390,20190304,0.2475,0.309,0.333,0.1526,0.1142,0.0441,0.0463,0.0403,0.043,0.0413,0.041,0.0359,-0.58216697,701.7388,-0.09143081,-0.78408784,-0.56032723,-0.18193439,-0.008610094,-0.17492214
Ws,W,20191003_102129938476_722,20190304,0.2676,0.3264,0.351,0.1488,0.1064,0.0379,0.04,0.0341,0.0367,0.0385,0.0351,0.0311,-0.6271187,702.0894,-0.093438104,-0.82290316,-0.6043127,-0.1927492,-0.014450896,-0.16932389
Ws,W,20191003_102018362270_521,20190304,0.2852,0.357,0.3962,0.2166,0.1657,0.0469,0.0505,0.0453,0.043,0.0426,0.0433,0.0387,-0.6540664,699.7072,-0.13889289,-0.79479045,-0.6687211,-0.24062559,0.022573369,-0.22742963
Ws,W,20191002_152510014693_390,20190304,0.2687,0.337,0.3792,0.1992,0.1614,0.0498,0.0529,0.0461,0.0471,0.0447,0.046,0.0387,-0.6241337,699.1418,-0.12445159,-0.7832119,-0.6175395,-0.22258002,0.0010857946,-0.21376711
Ws,W,20191002_152559080393_893,20190304,0.0428,0.0523,0.0615,0.0379,0.0396,0.0363,0.041,0.0345,0.0387,0.0404,0.0354,0.0307,-0.04696135,704.93085,-0.0029325,-0.28125003,0.010443847,-0.012509601,-0.012875541,-0.02987699
Ws,W,20191002_152531341276_519,20190304,0.2682,0.306,0.3684,0.2184,0.1934,0.054,0.0581,0.0496,0.0462,0.0438,0.0466,0.0407,-0.62985075,697.1979,-0.13667339,-0.7626794,-0.6507936,-0.2267,0.031185055,-0.25029656
Ws,W,20191002_152510014693_390,20190304,0.2522,0.2976,0.3416,0.1708,0.1339,0.0476,0.0502,0.046,0.0461,0.0435,0.0457,0.0397,-0.57564574,700.4876,-0.10140629,-0.7626419,-0.5749193,-0.19072878,0.0032715523,-0.19524406
Ws,W,20191002_152510014693_390,20190304,0.2448,0.2998,0.3386,0.1662,0.1312,0.0459,0.0479,0.042,0.0428,0.0427,0.0443,0.0391,-0.5965418,700.2273,-0.1014047,-0.77929586,-0.5904306,-0.1907464,-0.026651235,-0.19454888
Ws,W,20191002_152510014693_390,20190304,0.2474,0.3024,0.3418,0.171,0.1347,0.0457,0.0479,0.0401,0.0437,0.0426,0.0435,0.0391,-0.62008524,700.10114,-0.107057504,-0.78999734,-0.5929204,-0.19682878,-0.040669832,-0.20319776
Ws,W,20191003_102018362270_521,20190304,0.2751,0.3306,0.3724,0.1976,0.1646,0.0459,0.049,0.0411,0.0424,0.0418,0.0426,0.0372,-0.6556347,698.133,-0.12751502,-0.8012092,-0.64666665,-0.2239728,-0.017921139,-0.22261739
Ws,W,20191003_102018362270_521,20190304,0.2797,0.3384,0.3776,0.1974,0.1589,0.0462,0.0492,0.0407,0.0433,0.0426,0.0429,0.038,-0.65812683,698.9249,-0.1278085,-0.8054029,-0.64021605,-0.2262572,-0.02631579,-0.21885474
Ws,W,20191002_152800402755_842,20190304,0.2751,0.3408,0.3664,0.173,0.1245,0.0417,0.0446,0.0385,0.0408,0.0383,0.0389,0.0352,-0.6359338,701.6937,-0.109423295,-0.80982953,-0.61833483,-0.20915237,-0.00516795,-0.19018665
Ws,W,20191002_152531341276_519,20190304,0.2859,0.3514,0.384,0.2002,0.153,0.0454,0.0481,0.0436,0.0433,0.0411,0.0435,0.0387,-0.64232975,699.9105,-0.1272971,-0.7960711,-0.64435315,-0.22754681,0.001148125,-0.21294534
Ws,W,20191002_152510014693_390,20190304,0.243,0.3046,0.3422,0.1654,0.13,0.0465,0.0491,0.0444,0.0442,0.043,0.045,0.0396,-0.5767397,700.48865,-0.098485194,-0.7703052,-0.57824427,-0.18924479,-0.0067114397,-0.18707481
Ws,W,20191002_152510014693_390,20190304,0.2469,0.2932,0.336,0.161,0.1316,0.0467,0.048,0.0412,0.0425,0.043,0.0447,0.0382,-0.5924827,699.6803,-0.098051906,-0.7815482,-0.58230954,-0.18734998,-0.040745046,-0.19040051
Ws,W,20191002_152845616436_370,20190304,0.0975,0.1192,0.1394,0.0709,0.0636,0.0431,0.0453,0.0401,0.0426,0.0917,0.0394,0.0321,-0.27747747,703.19586,-0.024909496,-0.55320334,-0.24933922,-0.057241,0.008805039,-0.119102865
Ws,W,20191002_152845616436_370,20190304,0.0882,0.0978,0.1138,0.0592,0.0605,0.0444,0.046,0.0406,0.0438,0.0778,0.0423,0.0359,-0.18637271,702.36414,-0.015439697,-0.47409326,-0.14951456,-0.039675597,-0.020506622,-0.08790169
Ws,W,20191002_152800402755_842,20190304,0.2659,0.3256,0.3458,0.1454,0.1023,0.0393,0.0421,0.035,0.0383,0.0381,0.0369,0.032,-0.6119734,702.88666,-0.09011051,-0.8161765,-0.5830158,-0.18775441,-0.026425574,-0.16443254
Ws,W,20191002_152719509704_693,20190304,0.0424,0.0742,0.0848,0.0614,0.0567,0.0512,0.0555,0.0597,0.0536,0.0706,0.0429,0.036,-0.014037977,705.5676,0.001759503,-0.17370239,-0.06782611,-0.010732397,0.1637427,-0.010691818
Ws,W,20191002_152510014693_390,20190304,0.2498,0.2918,0.3364,0.1712,0.1378,0.0428,0.0464,0.0386,0.0409,0.0435,0.0417,0.0365,-0.63203055,699.3798,-0.10838351,-0.79413337,-0.6143329,-0.1963672,-0.03860523,-0.21107928
Ws,W,20191002_152510014693_390,20190304,0.2513,0.322,0.353,0.1648,0.1225,0.0417,0.0453,0.0361,0.0414,0.0401,0.0405,0.0357,-0.64061725,701.28046,-0.105455905,-0.8144436,-0.5984481,-0.20134519,-0.057441253,-0.19066669
Ws,W,20191002_152559080393_893,20190304,0.049,0.0746,0.1064,0.0578,0.0543,0.0425,0.0479,0.0414,0.046,0.0547,0.0426,0.0365,-0.16532257,704.4757,-0.013557598,-0.43978348,-0.11368014,-0.035159595,-0.01428569,-0.090607725
Ws,W,20191002_152510014693_390,20190304,0.2634,0.3276,0.3652,0.1952,0.153,0.0475,0.052,0.0452,0.047,0.0442,0.0462,0.0407,-0.62396,699.86786,-0.122136995,-0.77972716,-0.61189103,-0.21562001,-0.010940901,-0.21651268
Ws,W,20191002_152531341276_519,20190304,0.2831,0.3482,0.3842,0.1968,0.1521,0.0468,0.0484,0.0417,0.0431,0.0409,0.0435,0.0383,-0.6503144,699.80896,-0.1264329,-0.8041794,-0.6406836,-0.2274364,-0.021126725,-0.2117695
Ws,W,20191002_152510014693_390,20190304,0.2515,0.3128,0.3472,0.1632,0.1239,0.044,0.0479,0.042,0.0443,0.0433,0.0427,0.0369,-0.59064335,701.1748,-0.098666504,-0.7841727,-0.573012,-0.192224,-0.008264471,-0.18363638
Ws,W,20191002_152531341276_519,20190304,0.2706,0.3226,0.3846,0.2312,0.2016,0.0552,0.0583,0.0504,0.0454,0.0435,0.0468,0.0412,-0.64204544,697.2518,-0.1463172,-0.7682759,-0.6717281,-0.2400124,0.037037052,-0.25565606
Ws,W,20191002_152559080393_893,20190304,0.0509,0.0724,0.1024,0.0498,0.0473,0.0412,0.0455,0.039,0.044,0.0411,0.0406,0.0343,-0.12162162,705.1384,-0.009079602,-0.44837344,-0.061833702,-0.0311036,-0.020100513,-0.061784897
Ws,W,20191002_152510014693_390,20190304,0.2609,0.3278,0.3688,0.1998,0.1661,0.0459,0.0515,0.0423,0.0444,0.0457,0.0439,0.0379,-0.65055764,698.32196,-0.1283467,-0.7942106,-0.6363637,-0.22273399,-0.018561497,-0.22609818
Ws,W,20191003_102018362270_521,20190304,0.2783,0.3104,0.3572,0.1842,0.1573,0.0463,0.0491,0.0413,0.0434,0.0425,0.0433,0.0383,-0.6337029,698.012,-0.1165517,-0.7927227,-0.61862916,-0.209678,-0.023640666,-0.21405032
Ws,W,20191002_152510014693_390,20190304,0.2468,0.2956,0.3288,0.166,0.1351,0.0444,0.0474,0.0419,0.0436,0.043,0.0423,0.0376,-0.5969216,699.4624,-0.1009681,-0.77394116,-0.5839694,-0.18694079,-0.0047505856,-0.19875078
Ws,W,20191003_102018362270_521,20190304,0.2788,0.3474,0.3852,0.2028,0.1597,0.0462,0.0494,0.0408,0.0431,0.0415,0.0419,0.0368,-0.6650246,699.2885,-0.1319117,-0.8084507,-0.649451,-0.2324064,-0.0133010885,-0.22113024
Ws,W,20191003_102018362270_521,20190304,0.2823,0.3528,0.397,0.2076,0.1623,0.047,0.0498,0.0429,0.0431,0.0417,0.0427,0.0385,-0.65748507,699.3813,-0.1338637,-0.8049557,-0.65616274,-0.2378084,0.0023364446,-0.21965857
Ws,W,20191002_152800402755_842,20190304,0.2612,0.3228,0.346,0.1516,0.1112,0.0367,0.0395,0.0335,0.0358,0.0377,0.0348,0.0311,-0.6380335,701.2965,-0.0962584,-0.823452,-0.61792964,-0.1931384,-0.01903367,-0.17658493
Ws,W,20191002_152510014693_390,20190304,0.2678,0.3296,0.3736,0.2082,0.1663,0.0497,0.0526,0.0454,0.0466,0.0445,0.0464,0.0406,-0.6419558,699.18286,-0.13254339,-0.7832936,-0.6342229,-0.2266444,-0.0108932275,-0.23151307
Ws,W,20191002_152800402755_842,20190304,0.262,0.3174,0.3472,0.1524,0.1097,0.0375,0.0399,0.0342,0.0361,0.0378,0.035,0.0316,-0.63344055,701.7782,-0.0962462,-0.82066065,-0.61697614,-0.19339278,-0.011560674,-0.17785133
Ws,W,20191003_102129938476_722,20190304,0.2703,0.3266,0.3494,0.15,0.106,0.0383,0.04,0.0338,0.0371,0.0382,0.0348,0.0314,-0.63220894,702.332,-0.09465761,-0.8235908,-0.6034206,-0.1931684,-0.014577289,-0.1718935
Ws,W,20191002_152800402755_842,20190304,0.2601,0.3,0.3212,0.1324,0.0975,0.0371,0.0408,0.0323,0.0366,0.0381,0.035,0.0312,-0.60777175,702.16565,-0.0818862,-0.81725603,-0.56686395,-0.1729768,-0.040118884,-0.16113974
Ws,W,20191003_102018362270_521,20190304,0.2744,0.305,0.3586,0.1958,0.1644,0.0483,0.0508,0.0454,0.0446,0.0416,0.0443,0.0394,-0.623549,698.23694,-0.1220695,-0.7752476,-0.6289518,-0.2132408,0.0122631,-0.22664258
Ws,W,20191002_152800402755_842,20190304,0.2659,0.3352,0.3636,0.1588,0.1123,0.04,0.0417,0.035,0.0386,0.038,0.0367,0.0333,-0.63880295,702.2308,-0.1009673,-0.82438534,-0.6089159,-0.2028528,-0.023709888,-0.17716087
Ws,W,20191002_152559080393_893,20190304,0.0432,0.0641,0.0866,0.0484,0.0467,0.0382,0.0435,0.0371,0.0418,0.0498,0.0376,0.0331,-0.13216375,704.6908,-0.009280402,-0.4001617,-0.07317073,-0.0260452,-0.006693454,-0.07498342
Ws,W,20191002_152800402755_842,20190304,0.2637,0.324,0.3452,0.146,0.1061,0.0404,0.0411,0.0356,0.0391,0.0379,0.037,0.0325,-0.60792947,702.0017,-0.090017,-0.8130252,-0.5775257,-0.18729119,-0.019283766,-0.1649731
Ws,W,20191002_152510014693_390,20190304,0.2408,0.3074,0.345,0.1594,0.1154,0.0417,0.0459,0.0361,0.042,0.0417,0.0413,0.0341,-0.6306905,702.1594,-0.1012153,-0.8105484,-0.5829196,-0.1949416,-0.06718344,-0.18899448
Ws,W,20191002_152510014693_390,20190304,0.2628,0.322,0.3632,0.1904,0.1522,0.0479,0.0515,0.0447,0.0467,0.044,0.0466,0.0409,-0.6197363,699.534,-0.1188094,-0.78082865,-0.6060734,-0.21240081,-0.020810502,-0.21263866
Ws,W,20191002_152719509704_693,20190304,0.0413,0.0612,0.0741,0.054,0.0525,0.048,0.0508,0.0465,0.0508,0.0684,0.0415,0.0352,-0.07462687,704.96515,-0.0051625,-0.22885573,-0.03053437,-0.0152586,0.056818213,-0.05543237
Ws,W,20191002_152559080393_893,20190304,0.051,0.0717,0.0993,0.0503,0.0475,0.041,0.0455,0.041,0.044,0.0395,0.0402,0.0341,-0.10186197,705.1582,-0.0074112974,-0.41553807,-0.066808045,-0.028213996,0.009852245,-0.05438595
Ws,W,20191002_152655185333_840,20190304,0.0485,0.0869,0.1294,0.073,0.0612,0.0329,0.0383,0.0349,0.0365,0.0653,0.0292,0.0238,-0.35310474,702.9357,-0.029909398,-0.5751674,-0.33333334,-0.059870403,0.08892353,-0.17614424
Ws,W,20191002_152510014693_390,20190304,0.2461,0.3082,0.3406,0.166,0.132,0.0461,0.0479,0.0427,0.0438,0.0426,0.0433,0.0376,-0.59080017,700.0772,-0.100355096,-0.7771981,-0.5824595,-0.19069561,-0.0069767325,-0.19004314
Ws,W,20191003_102018362270_521,20190304,0.2805,0.3506,0.3894,0.2058,0.161,0.0464,0.0498,0.0398,0.0434,0.0416,0.0424,0.0374,-0.67589575,699.3973,-0.1354442,-0.8145387,-0.65168536,-0.2368696,-0.031630162,-0.22432432
Ws,W,20191002_152510014693_390,20190304,0.2523,0.3144,0.3532,0.1858,0.1442,0.0425,0.0459,0.0393,0.0403,0.0441,0.0416,0.0351,-0.6508219,699.6853,-0.11953461,-0.79974526,-0.6435206,-0.2111164,-0.028430182,-0.2194428
Ws,W,20191002_152800402755_842,20190304,0.2676,0.3296,0.3484,0.146,0.1051,0.0401,0.0423,0.0369,0.0381,0.0382,0.0364,0.0329,-0.5965008,702.36053,-0.08860479,-0.808461,-0.5860945,-0.18722641,0.006821245,-0.16091447
Ws,W,20191002_152510014693_390,20190304,0.2655,0.3238,0.3664,0.2056,0.1679,0.0475,0.0505,0.0445,0.0444,0.0447,0.0448,0.0402,-0.6441424,698.52484,-0.13103038,-0.7834023,-0.64479995,-0.22316879,-0.003359436,-0.23341061
Ws,W,20191002_152510014693_390,20190304,0.2348,0.293,0.3222,0.1504,0.1193,0.0449,0.0475,0.0415,0.0433,0.042,0.043,0.0386,-0.56748307,700.6623,-0.088816196,-0.7717899,-0.5529168,-0.1752148,-0.017751515,-0.17701559
Ws,W,20191002_152800402755_842,20190304,0.2531,0.313,0.3378,0.1388,0.0954,0.0381,0.0397,0.0344,0.0379,0.0377,0.0353,0.0316,-0.60277134,703.38763,-0.085045494,-0.81515306,-0.5710243,-0.18121397,-0.012912487,-0.16041794
Ws,W,20191002_152800402755_842,20190304,0.2616,0.3154,0.3388,0.145,0.102,0.0363,0.0391,0.0342,0.0364,0.0379,0.0347,0.0301,-0.6183036,702.48193,-0.0901739,-0.8166219,-0.5986769,-0.18560678,-0.0072568543,-0.16936716
Ws,W,20191002_152531341276_519,20190304,0.2816,0.3522,0.3924,0.2014,0.1597,0.0474,0.0502,0.0441,0.0447,0.0415,0.0459,0.0392,-0.6407332,699.2709,-0.1282215,-0.79793805,-0.63673306,-0.23102598,-0.019999966,-0.21125436
Ws,W,20191002_152800402755_842,20190304,0.2519,0.3074,0.3232,0.1324,0.0939,0.0379,0.0386,0.0332,0.0372,0.0377,0.0346,0.0314,-0.5990339,702.76935,-0.08091141,-0.8136925,-0.5613207,-0.17284879,-0.020648988,-0.15731052
Ws,W,20191002_152531341276_519,20190304,0.2756,0.3452,0.3894,0.2142,0.1732,0.049,0.0521,0.0438,0.0443,0.0425,0.0459,0.0394,-0.6604651,698.69147,-0.1389279,-0.797784,-0.6572534,-0.23802722,-0.023411352,-0.23196298
Ws,W,20191002_152800402755_842,20190304,0.249,0.2724,0.2988,0.1192,0.0908,0.0361,0.039,0.0331,0.036,0.037,0.0345,0.0297,-0.5653316,701.7731,-0.0702611,-0.8005423,-0.53608245,-0.15542558,-0.020710025,-0.15073529
Ws,W,20191002_152800402755_842,20190304,0.2646,0.3278,0.3444,0.1444,0.0995,0.0379,0.0412,0.0343,0.0367,0.0381,0.0355,0.0313,-0.6161164,703.2933,-0.0897357,-0.818854,-0.5946991,-0.1873,-0.017192,-0.16379055
Ws,W,20191002_152719509704_693,20190304,0.0389,0.0432,0.0561,0.0354,0.038,0.0346,0.0367,0.0321,0.0371,0.0651,0.0286,0.022,-0.048888892,704.05994,-0.0020283982,-0.27210882,0.023448262,-0.0112902,0.05766062,-0.03323263
Ws,W,20191002_152845616436_370,20190304,0.0859,0.0888,0.1108,0.0581,0.0598,0.0448,0.0466,0.0407,0.0434,0.0719,0.0421,0.0358,-0.17611335,702.50714,-0.014408,-0.46270624,-0.14482757,-0.037742194,-0.016908228,-0.08717435
Ws,W,20191002_152655185333_840,20190304,0.0426,0.0652,0.0943,0.0542,0.0471,0.0333,0.0373,0.0328,0.0357,0.0619,0.0269,0.0213,-0.24597703,704.4123,-0.0162949,-0.48387095,-0.2057842,-0.0368786,0.09882746,-0.13416928
Ws,W,20191002_152719509704_693,20190304,0.041,0.0588,0.0761,0.0492,0.0479,0.0454,0.0497,0.0447,0.0475,0.089,0.0381,0.0315,-0.047923304,705.5815,-0.0024242997,-0.25993377,-0.017580135,-0.014883397,0.07971014,-0.033358026
Wd,W,20191002_153100448420_538,20190304,0.0486,0.0538,0.0404,0.0381,0.0409,0.0385,0.0403,0.0364,0.0378,0.0399,0.0475,0.0389,-0.022818778,704.2506,-0.0034577996,-0.05208329,-0.003952587,-0.002587798,-0.13230033,-0.018046698
Wd,W,20191002_153142753796_741,20190304,0.0496,0.0486,0.0452,0.0418,0.0455,0.0437,0.044,0.0384,0.0431,0.0415,0.0417,0.0379,-0.04239399,703.9798,-0.003381297,-0.08133971,0.015312128,-0.0047123986,-0.041198503,-0.036247313
Wd,W,20191002_153446088428_749,20190304,0.0534,0.0614,0.0628,0.048,0.0501,0.0462,0.0471,0.0478,0.0422,0.0402,0.0434,0.0385,-0.0020876792,704.0732,0.0006601997,-0.13562384,-0.064301565,-0.0059127985,0.048245613,-0.0016103032
Wd,W,20191002_153142753796_741,20190304,0.0492,0.0553,0.0444,0.0375,0.0427,0.0406,0.0413,0.0382,0.0409,0.0418,0.0404,0.0347,0.009246987,703.61346,0.00015769899,-0.07506055,0.04336732,-0.0019634021,-0.027989823,0.0070210323
Wd,W,20191002_153508999090_188,20190304,0.0537,0.0604,0.0462,0.0383,0.0423,0.0382,0.0402,0.0356,0.0378,0.0385,0.0415,0.0365,-0.036535874,703.6739,-0.0032984018,-0.12958436,-0.0065703155,-0.0057494007,-0.07652399,-0.02532834
Wd,W,20191002_153508999090_188,20190304,0.0533,0.0498,0.0442,0.045,0.0437,0.0385,0.042,0.0356,0.0391,0.038,0.0414,0.0371,-0.11662534,704.91486,-0.008726802,-0.10776944,-0.070154615,-0.009091202,-0.07532469,-0.10000003
Wd,W,20191002_153142753796_741,20190304,0.0497,0.0499,0.046,0.0401,0.0441,0.0424,0.0435,0.039,0.0429,0.0416,0.0416,0.0371,-0.013906448,704.06934,-0.0013804995,-0.08235293,0.033734925,-0.0033773996,-0.032258056,-0.0114702815
Wd,W,20191002_153446088428_749,20190304,0.0532,0.0603,0.0519,0.0495,0.0507,0.0481,0.0485,0.0411,0.0432,0.04,0.0431,0.0395,-0.09271524,704.39777,-0.007203199,-0.11612904,-0.06796115,-0.0093264,-0.023752974,-0.07486632
Wd,W,20191002_153508999090_188,20190304,0.0544,0.0551,0.0495,0.0472,0.0461,0.043,0.0443,0.0377,0.0433,0.0406,0.043,0.0382,-0.11189634,704.8625,-0.008714601,-0.13532108,-0.043093953,-0.0103878,-0.06567534,-0.09082219
Wd,W,20191002_153142753796_741,20190304,0.0498,0.0553,0.0428,0.0409,0.0451,0.0435,0.0444,0.0407,0.0437,0.0415,0.0421,0.0383,-0.0024509763,704.03217,-0.00042439997,-0.025149725,0.033096913,-0.0009334005,-0.016908228,-0.0020387324
Wd,W,20191002_153125901542_529,20190304,0.0503,0.0577,0.0476,0.0463,0.0454,0.0429,0.044,0.0395,0.0427,0.0387,0.0386,0.0363,-0.07925407,704.9009,-0.0053601004,-0.092996545,-0.04044945,-0.0073017995,0.011523691,-0.06457739
Wd,W,20191002_153142753796_741,20190304,0.0513,0.0483,0.0531,0.0497,0.0477,0.0457,0.0477,0.041,0.0476,0.0428,0.0433,0.0387,-0.0959206,705.37476,-0.0075031966,-0.1285866,-0.021582717,-0.010012399,-0.027283488,-0.0857988
Wd,W,20191002_153508999090_188,20190304,0.0541,0.0457,0.0362,0.0345,0.0415,0.0389,0.0437,0.0282,0.0419,0.0398,0.0411,0.0378,-0.10047844,703.9552,-0.0075341985,-0.12422362,0.09685867,-0.0069561996,-0.18614718,-0.07692306
Wd,W,20191002_153508999090_188,20190304,0.0536,0.0537,0.0518,0.0457,0.0423,0.0385,0.0394,0.0358,0.038,0.0392,0.0388,0.0331,-0.1214724,705.1083,-0.008609701,-0.18264844,-0.09199522,-0.012254601,-0.040214512,-0.09383886
Wd,W,20191002_153142753796_741,20190304,0.0509,0.0602,0.0576,0.0484,0.0448,0.0422,0.0407,0.0476,0.0429,0.0433,0.0404,0.0356,-0.008333319,704.8994,0.00069600344,-0.09505701,-0.060240965,-0.004351198,0.081818216,-0.00679116
Wd,W,20191002_153142753796_741,20190304,0.05,0.0511,0.0472,0.0418,0.0465,0.0444,0.0455,0.0412,0.0442,0.0417,0.0426,0.0392,-0.007228903,703.90265,-0.0007495992,-0.06787331,0.027906975,-0.0026843997,-0.016706415,-0.0061037536
Wd,W,20191002_153508999090_188,20190304,0.0545,0.0575,0.0519,0.0488,0.0445,0.0414,0.0425,0.0357,0.0419,0.0407,0.0419,0.0375,-0.15502957,705.46857,-0.011809699,-0.18493149,-0.07607494,-0.014296599,-0.07989691,-0.11974404
Wd,W,20191002_153125901542_529,20190304,0.0521,0.0514,0.051,0.0484,0.0456,0.0423,0.0448,0.0417,0.0429,0.0394,0.0401,0.0358,-0.07436179,705.3982,-0.0051478967,-0.10032359,-0.060240965,-0.0077035977,0.019559914,-0.06542967
Wd,W,20191002_153125901542_529,20190304,0.0499,0.0492,0.04,0.0386,0.0421,0.0402,0.0412,0.0358,0.0408,0.0387,0.0365,0.0345,-0.037634443,704.0644,-0.0024073012,-0.055408973,0.027707808,-0.0033404017,-0.00968189,-0.031390164
Wd,W,20191002_153508999090_188,20190304,0.0538,0.0528,0.0421,0.0351,0.0393,0.0343,0.0377,0.0344,0.0354,0.0391,0.0382,0.0327,-0.010071952,703.6209,-0.0012797005,-0.100653596,0.0042552855,-0.0034020003,-0.05234156,-0.0073761926
Wd,W,20191002_153125901542_529,20190304,0.0498,0.0576,0.0482,0.0365,0.0413,0.0391,0.0423,0.0397,0.0401,0.0383,0.039,0.0351,0.041994777,704.1729,0.0027325004,-0.09670078,0.046997406,-0.0013161981,0.008894544,0.030245764
Wd,W,20191002_153125901542_529,20190304,0.0502,0.0471,0.0415,0.0421,0.0453,0.042,0.0427,0.0332,0.0421,0.0385,0.0385,0.0354,-0.11819391,703.83734,-0.008226801,-0.1111111,0.0,-0.0086684,-0.07391911,-0.10045149
Wd,W,20191002_153446088428_749,20190304,0.0524,0.0573,0.0446,0.0355,0.0453,0.0413,0.0452,0.0373,0.0425,0.0397,0.0402,0.038,0.024725283,702.99945,0.0009211004,-0.089133054,0.08974358,-0.0017125984,-0.037419315,0.017664384
Wd,W,20191002_153142753796_741,20190304,0.0509,0.0497,0.0501,0.0491,0.0459,0.0431,0.0405,0.0386,0.0425,0.0434,0.0411,0.0359,-0.11972632,704.56744,-0.009003997,-0.12965049,-0.072052404,-0.010885999,-0.0313676,-0.10521041
Wd,W,20191002_153508999090_188,20190304,0.0537,0.0535,0.0499,0.0427,0.0422,0.0389,0.0402,0.0388,0.0386,0.0394,0.0396,0.0343,-0.047852747,704.67633,-0.003320299,-0.1251409,-0.050430484,-0.0066791982,-0.010204064,-0.037717592
Wd,W,20191002_153508999090_188,20190304,0.0538,0.0577,0.0433,0.0363,0.0425,0.0387,0.0408,0.036,0.0384,0.0385,0.0421,0.0372,-0.004149396,703.2974,-0.001384601,-0.09205549,0.028112479,-0.003002001,-0.07810503,-0.0029703106
Wd,W,20191002_153142753796_741,20190304,0.0509,0.0522,0.042,0.0389,0.0421,0.0396,0.0431,0.0352,0.0424,0.042,0.0391,0.0356,-0.049932513,704.52875,-0.0037373975,-0.0880829,0.043050427,-0.0048965993,-0.05248989,-0.039278124
Wd,W,20191002_153100448420_538,20190304,0.0497,0.0595,0.0456,0.0431,0.0422,0.0381,0.0408,0.0417,0.0371,0.0412,0.0485,0.0389,-0.016509404,704.89105,-0.0024097972,-0.044673525,-0.07481298,-0.0023649982,-0.075388014,-0.013320624
Wd,W,20191002_153047303405_894,20190304,0.0499,0.055,0.0421,0.0379,0.0397,0.0363,0.0379,0.0329,0.0365,0.0375,0.0425,0.036,-0.070621446,704.1711,-0.0058601983,-0.12266665,-0.018817222,-0.0066211987,-0.12732093,-0.051493295
Wd,W,20191002_153142753796_741,20190304,0.0502,0.0563,0.0501,0.0464,0.0471,0.045,0.0464,0.0418,0.0447,0.0421,0.0437,0.0385,-0.05215419,704.734,-0.0040951,-0.09031555,-0.0186608,-0.0060281996,-0.022222206,-0.04323308
Wd,W,20191002_153100448420_538,20190304,0.0502,0.0532,0.0432,0.0404,0.0412,0.0385,0.0406,0.036,0.0383,0.0408,0.048,0.0395,-0.057591625,704.6926,-0.005821202,-0.09090912,-0.026683588,-0.0054808008,-0.14285716,-0.045643155
Wd,W,20191002_153142753796_741,20190304,0.0489,0.0509,0.0438,0.0356,0.042,0.0397,0.04,0.0378,0.0405,0.0419,0.0397,0.034,0.029972753,703.20074,0.001433298,-0.07352943,0.064388976,-0.00096520036,-0.02451616,0.023231257
Wd,W,20191002_153100448420_538,20190304,0.0488,0.0429,0.0362,0.0391,0.0388,0.0376,0.0399,0.0307,0.0383,0.0393,0.0461,0.0392,-0.12034383,705.3207,-0.009708999,-0.082212284,-0.0103359,-0.0072806003,-0.20052084,-0.106194675
Wd,W,20191002_153142753796_741,20190304,0.0502,0.0537,0.0493,0.0436,0.0444,0.0421,0.0429,0.0404,0.0416,0.0419,0.0413,0.0355,-0.038095262,704.53467,-0.0027699023,-0.09921964,-0.023474183,-0.005400202,-0.011015916,-0.03106798
Wd,W,20191002_153446088428_749,20190304,0.0539,0.0555,0.0476,0.0438,0.0468,0.0439,0.0458,0.038,0.0423,0.0411,0.0426,0.0373,-0.070904665,704.2282,-0.005575601,-0.11214955,-0.017421596,-0.007266802,-0.05707196,-0.056256074
Wd,W,20191002_153125901542_529,20190304,0.0494,0.0531,0.0466,0.0392,0.0418,0.0385,0.0389,0.0388,0.0386,0.038,0.0375,0.0325,-0.0051281964,703.8014,-8.209795e-05,-0.09133487,-0.0077120685,-0.0032563987,0.017038003,-0.004012029
