C,MC,SCP_UID,date,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12,NDVI,REP,FAI,GNDVI,NDVI-B8A,VB-FAH,SEI,SABI
Sf,S,20191006_174754897907_101,20190314,0.051,0.0612,0.0935,0.0818,0.1509,0.187,0.2146,0.253,0.2413,0.1959,0.0981,0.0548,0.51135004,704.72034,0.16815189,0.46031746,0.49365523,0.1666838,0.44118482,1.1066579
Sf,S,20191006_174754897907_101,20190314,0.0487,0.0675,0.087,0.1011,0.1555,0.1951,0.2267,0.2648,0.2707,0.2153,0.1351,0.0727,0.44739002,705.83856,0.15734202,0.5054008,0.45615923,0.16914262,0.32433107,1.059547
Sf,S,20191006_174754897907_101,20190314,0.0514,0.0619,0.0997,0.0777,0.1498,0.1823,0.2064,0.2512,0.2252,0.1854,0.0888,0.0508,0.527516,704.1832,0.1714243,0.4317469,0.48695943,0.165008,0.47764707,1.0736387
Sf,S,20191006_174754897907_101,20190314,0.0491,0.0704,0.0944,0.0948,0.1574,0.1946,0.2232,0.2754,0.2591,0.2062,0.1251,0.0679,0.48784444,705.1591,0.17493391,0.48945373,0.46425545,0.18075441,0.37528092,1.0958738
Sf,S,20191006_174754897907_101,20190314,0.0517,0.0656,0.0961,0.0742,0.1485,0.1747,0.1954,0.2156,0.2068,0.175,0.0799,0.0468,0.48792276,703.5164,0.1403341,0.38338146,0.4718862,0.1329466,0.4592217,0.87445885
Sf,S,20191006_174754897907_101,20190314,0.0498,0.0701,0.103,0.0912,0.1582,0.1923,0.2171,0.2924,0.2451,0.1982,0.115,0.0633,0.5245047,704.5956,0.1967494,0.47900862,0.4576271,0.1966452,0.43544424,1.162334
Sf,S,20191006_174754897907_101,20190314,0.0523,0.0683,0.1015,0.0757,0.1461,0.1663,0.1826,0.1836,0.1875,0.1664,0.072,0.044,0.41612032,703.101,0.10859189,0.28796914,0.42477205,0.0979412,0.43661976,0.63545346
Sf,S,20191006_174754897907_101,20190314,0.0506,0.0663,0.1058,0.0869,0.1579,0.1882,0.2085,0.2942,0.2287,0.1912,0.1046,0.059,0.54395175,703.9685,0.2039901,0.471,0.44930285,0.2000046,0.4754263,1.2045323
Sf,S,20191006_174754897907_101,20190314,0.0531,0.0725,0.104,0.0793,0.1428,0.1574,0.1678,0.1486,0.1673,0.1597,0.0651,0.0422,0.30408072,702.7557,0.0719554,0.17656371,0.3568532,0.059765797,0.39073467,0.39263454
Sf,S,20191006_174851558711_976,20190314,0.0533,0.0645,0.0971,0.1126,0.1848,0.2421,0.2899,0.3174,0.321,0.2522,0.0784,0.0459,0.47627908,706.3487,0.21119541,0.53148377,0.48062733,0.21078302,0.60384035,1.2673268
Sf,S,20191006_174851558711_976,20190314,0.0564,0.0561,0.0821,0.0742,0.1946,0.2469,0.2893,0.289,0.2937,0.2177,0.058,0.037,0.5914097,703.9813,0.2178294,0.55753165,0.5966295,0.2117506,0.66570604,1.5542692
Sf,S,20191006_174851558711_976,20190314,0.0595,0.052,0.0814,0.0669,0.183,0.2214,0.2544,0.2774,0.2482,0.1831,0.0487,0.0349,0.6113854,703.0657,0.2139034,0.5462653,0.5753729,0.20490298,0.70131856,1.577961
Sf,S,20191006_174851558711_976,20190314,0.0625,0.0591,0.0888,0.0735,0.1501,0.1657,0.1852,0.2402,0.1846,0.1485,0.0505,0.0398,0.5313995,702.70026,0.17100099,0.46018237,0.4304533,0.1607942,0.6525628,1.127113
Sf,S,20191006_174851558711_976,20190314,0.0543,0.0702,0.104,0.1144,0.1831,0.2346,0.2841,0.3166,0.3183,0.2478,0.0834,0.0483,0.4691415,706.3533,0.207997,0.50546837,0.4712272,0.2062144,0.58299994,1.1607348
Sf,S,20191006_174851558711_976,20190314,0.0572,0.0585,0.0841,0.078,0.1953,0.249,0.2931,0.2968,0.2972,0.2134,0.0603,0.0379,0.58377796,704.23193,0.22210988,0.5584142,0.5842217,0.21644539,0.6622795,1.5343617
Sf,S,20191006_174851558711_976,20190314,0.06,0.0555,0.0827,0.0692,0.1842,0.2265,0.2605,0.2864,0.2535,0.1791,0.0491,0.0346,0.6107986,703.351,0.22095868,0.551883,0.57111865,0.21198899,0.7073025,1.5716351
Sf,S,20191006_174851558711_976,20190314,0.0628,0.0593,0.0915,0.0769,0.1499,0.167,0.1862,0.2206,0.1871,0.1447,0.0498,0.0387,0.48302525,702.9733,0.1487677,0.41364947,0.41742423,0.1380644,0.6316568,0.95291775
Sf,S,20191006_174851558711_976,20190314,0.0553,0.0723,0.0954,0.1104,0.1775,0.2242,0.2699,0.3166,0.304,0.2434,0.0883,0.0507,0.48290402,706.1022,0.21033269,0.5368932,0.46718147,0.21198998,0.56384295,1.2295767
Sf,S,20191006_174851558711_976,20190314,0.0579,0.0578,0.0914,0.0853,0.1922,0.2468,0.2863,0.2966,0.2886,0.2092,0.0636,0.0399,0.5532862,704.48975,0.21535791,0.528866,0.5437283,0.20894542,0.64686286,1.4162201
Sf,S,20191006_174851558711_976,20190314,0.0605,0.0531,0.0855,0.071,0.1811,0.2248,0.2538,0.2868,0.2446,0.175,0.0508,0.0359,0.6031302,703.3875,0.2195774,0.540693,0.5500633,0.21020299,0.69905216,1.5569984
Sf,S,20191006_174851558711_976,20190314,0.0631,0.0623,0.0926,0.0764,0.1441,0.158,0.1723,0.1802,0.1721,0.1408,0.0498,0.0386,0.40452066,702.71185,0.1087742,0.32111433,0.38511068,0.0975468,0.5669566,0.67010975
Sf,S,20191006_174851558711_976,20190314,0.0563,0.0647,0.0843,0.1021,0.1716,0.2181,0.2578,0.291,0.2901,0.239,0.0911,0.0528,0.4805393,705.74994,0.19095701,0.55075943,0.4793473,0.19577082,0.5231615,1.2677854
Sf,S,20191006_174851558711_976,20190314,0.0587,0.061,0.0924,0.0875,0.1873,0.2397,0.2768,0.2958,0.2757,0.205,0.0662,0.0418,0.54343855,704.5779,0.2122831,0.5239568,0.5181718,0.2064086,0.63425416,1.3578877
Sf,S,20191006_174851558711_976,20190314,0.0611,0.055,0.0869,0.072,0.1762,0.2149,0.2424,0.2708,0.2302,0.171,0.0525,0.0372,0.57993,703.2997,0.20244649,0.514118,0.52349436,0.1930486,0.67522424,1.4009866
Sl,S,20191006_175117151764_550,20190314,0.125,0.0775,0.1154,0.1098,0.2149,0.2346,0.2487,0.2518,0.2529,0.1845,0.1211,0.0741,0.39269906,702.2241,0.1398869,0.37145966,0.3945409,0.1398384,0.35049608,0.7361326
Sl,S,20191006_175117151764_550,20190314,0.1354,0.0954,0.1464,0.12,0.2702,0.2991,0.3207,0.3112,0.3256,0.2059,0.1631,0.1011,0.4434137,701.93524,0.1831403,0.36013985,0.46140033,0.18100959,0.3122496,0.7907361
Sf,S,edit,20190314,0.0495,0.0497,0.062,0.0545,0.1346,0.1675,0.1985,0.206,0.2258,0.176,0.0689,0.0465,0.58157384,704.0616,0.1488072,0.5373134,0.61113095,0.14860499,0.49872687,1.3563116
Sf,S,edit,20190314,0.0485,0.0463,0.068,0.0598,0.131,0.1588,0.1853,0.1954,0.2054,0.1514,0.0638,0.0451,0.531348,703.9795,0.13485199,0.48367497,0.5490196,0.1324348,0.507716,1.1863517
Sf,S,edit,20190314,0.0487,0.0461,0.06,0.0537,0.1345,0.1664,0.1962,0.2036,0.2212,0.1741,0.063,0.0438,0.5825884,703.88916,0.1481609,0.5447648,0.6093125,0.1474682,0.5273818,1.4128181
Sf,S,edit,20190314,0.0476,0.048,0.0653,0.0582,0.1272,0.1532,0.1796,0.193,0.1952,0.1489,0.0604,0.0441,0.5366242,703.964,0.1343886,0.49438637,0.5406472,0.1320594,0.52328336,1.1897616
Sf,S,edit,20190314,0.0479,0.0472,0.0615,0.0539,0.1336,0.1655,0.1941,0.2,0.2189,0.1722,0.0607,0.0429,0.5754234,703.87665,0.14482841,0.52963674,0.60483867,0.14316641,0.53433067,1.3440661
Sf,S,edit,20190314,0.0466,0.0512,0.0623,0.056,0.1216,0.1463,0.1731,0.1866,0.1867,0.1463,0.059,0.0437,0.5383347,704.0789,0.130039,0.49939737,0.53852487,0.1281682,0.51954395,1.1506609
Sf,S,edit,20190314,0.0471,0.0466,0.0605,0.0537,0.1323,0.1642,0.1925,0.196,0.2156,0.1703,0.0598,0.0423,0.5698838,703.914,0.1411593,0.5282651,0.6011883,0.1396752,0.5324472,1.3286648
Sf,S,edit,20190314,0.0457,0.0545,0.0615,0.0551,0.1168,0.1399,0.1663,0.1858,0.1789,0.1437,0.0584,0.0434,0.5425487,704.1683,0.1300829,0.5026284,0.5290598,0.1282296,0.5217035,1.1267241
Sl,S,edit,20190314,0.1954,0.1212,0.1312,0.1618,0.2845,0.3153,0.3527,0.3264,0.4033,0.3412,0.2494,0.1427,0.33715692,703.4099,0.14821881,0.42657346,0.427358,0.17641161,0.133727,0.6521395
Sl,S,edit,20190314,0.1983,0.103,0.1516,0.1442,0.282,0.3049,0.3417,0.3454,0.3883,0.345,0.2357,0.1347,0.41094774,702.67126,0.18408951,0.38993964,0.45840374,0.1983436,0.18877992,0.7902593
Sl,S,20191006_181249989711_495,20190314,0.1752,0.1086,0.1384,0.1606,0.2459,0.2777,0.3072,0.312,0.3419,0.2978,0.2332,0.1371,0.32035547,704.1979,0.1378238,0.3854352,0.360796,0.1599692,0.14453413,0.61295545
Sl,S,20191006_181249989711_495,20190314,0.1797,0.0805,0.1066,0.0984,0.2256,0.2395,0.2683,0.2604,0.2838,0.2709,0.1574,0.0886,0.45150504,701.82056,0.150967,0.41907358,0.48508635,0.1588348,0.24652943,0.8658472
Sl,S,20191006_181249989711_495,20190314,0.1754,0.1092,0.1364,0.1326,0.2294,0.2577,0.2858,0.3132,0.3117,0.2973,0.2054,0.1201,0.4051144,703.5485,0.1669864,0.39323846,0.403106,0.1791332,0.20786732,0.735342
Sl,S,20191006_181249989711_495,20190314,0.1789,0.0687,0.0982,0.0836,0.2174,0.2269,0.254,0.237,0.2594,0.2699,0.1369,0.0774,0.47847787,701.1715,0.14343292,0.41408113,0.51253647,0.1477644,0.26771867,0.9191132
Sl,S,edit,20190314,0.1778,0.0811,0.1,0.1008,0.1842,0.1786,0.2067,0.2548,0.2403,0.2716,0.1279,0.069,0.4330708,702.06244,0.1489323,0.43630216,0.40897095,0.1543088,0.3315913,0.8503588
Sf,S,edit,20190314,0.0472,0.0633,0.0866,0.1002,0.1664,0.2009,0.2426,0.283,0.2979,0.2385,0.1795,0.0961,0.4770355,705.47644,0.1679709,0.53138524,0.49660888,0.18804958,0.22378378,1.2194797
Sf,S,edit,20190314,0.0495,0.0731,0.1076,0.0922,0.1733,0.2012,0.2372,0.327,0.2565,0.2093,0.1168,0.0671,0.56011444,704.1963,0.23019978,0.504832,0.47117862,0.2288556,0.47363672,1.2993912
Sf,S,edit,20190314,0.0472,0.0653,0.0937,0.1068,0.1719,0.2056,0.2486,0.2908,0.3014,0.23,0.1762,0.0944,0.4627767,705.5377,0.1710222,0.51261383,0.47672713,0.18905662,0.24539615,1.1572328
Sf,S,edit,20190314,0.0495,0.0696,0.1058,0.0891,0.1747,0.2011,0.232,0.3262,0.2469,0.2016,0.1086,0.0631,0.5709126,703.6821,0.23345351,0.5101852,0.46964285,0.23065381,0.50046,1.3517674
Sf,S,edit,20190314,0.0472,0.0644,0.0937,0.108,0.1732,0.2046,0.2469,0.2952,0.2993,0.2214,0.1753,0.0952,0.46428567,705.39374,0.17461488,0.5181281,0.4696783,0.1927198,0.25483525,1.1840606
Sf,S,edit,20190314,0.0494,0.0704,0.1064,0.0875,0.1725,0.1967,0.2212,0.3104,0.2364,0.1939,0.1051,0.0618,0.560191,703.27936,0.21960881,0.4894434,0.45970982,0.21560462,0.4941035,1.2607466
Sl,S,edit,20190314,0.1731,0.1032,0.1384,0.1442,0.2576,0.2583,0.2869,0.3536,0.3295,0.2592,0.2078,0.1291,0.42065087,702.1472,0.1975068,0.43739837,0.39117584,0.2116388,0.25970787,0.8667218
Sl,S,edit,20190314,0.1708,0.1266,0.1278,0.1454,0.2501,0.2583,0.2831,0.3354,0.3213,0.2599,0.2042,0.1264,0.39517468,702.532,0.17900439,0.44818652,0.37690163,0.19679359,0.24314304,0.74685526
Sl,S,edit,20190314,0.1684,0.1224,0.147,0.1426,0.2497,0.2619,0.287,0.331,0.3243,0.2606,0.2024,0.1239,0.39780405,702.61237,0.1772174,0.38493726,0.38916254,0.1867016,0.24109487,0.6993318
Sl,S,edit,20190314,0.1661,0.1048,0.173,0.14,0.2562,0.269,0.2986,0.3432,0.3386,0.2613,0.2024,0.1216,0.42052978,702.54095,0.1915312,0.32971716,0.4149603,0.190462,0.2580645,0.73146147
Sl,S,edit,20190314,0.1637,0.0871,0.143,0.1416,0.2687,0.2808,0.3116,0.3596,0.3541,0.262,0.2084,0.1228,0.4349561,702.3185,0.20550841,0.43095902,0.42868668,0.2174596,0.2661972,0.94741416
Sl,S,edit,20190314,0.1614,0.099,0.1228,0.1372,0.2871,0.2974,0.3262,0.3426,0.371,0.2627,0.2202,0.1275,0.42809504,701.6826,0.18987899,0.47228193,0.46005508,0.21095839,0.21748398,0.9260595
Sl,S,edit,20190314,0.181,0.0849,0.124,0.125,0.2467,0.2576,0.2859,0.2994,0.3035,0.266,0.1575,0.0954,0.41093308,702.13715,0.1683225,0.41426548,0.4165694,0.174786,0.31057125,0.8348492
Sl,S,edit,20190314,0.1808,0.09,0.126,0.1178,0.2453,0.2653,0.2936,0.33,0.3205,0.2746,0.1734,0.1051,0.47387227,702.2855,0.20180282,0.4473684,0.46246862,0.20903482,0.31108463,0.98240745
Sl,S,edit,20190314,0.1807,0.0944,0.139,0.1328,0.2468,0.2653,0.2915,0.3518,0.3259,0.2832,0.1931,0.1177,0.4519191,702.63184,0.2077239,0.43357784,0.4209723,0.2166068,0.2912461,0.9383033
Sl,S,20191006_182314823419_956,20190314,0.17,0.0995,0.146,0.1206,0.1984,0.1932,0.2231,0.233,0.2305,0.2611,0.1347,0.0739,0.3178733,702.627,0.109763294,0.22955143,0.31301624,0.1025956,0.2673375,0.45784113
Sl,S,20191006_182314823419_956,20190314,0.1712,0.0897,0.1256,0.1124,0.1934,0.1861,0.2109,0.2212,0.2206,0.2628,0.1188,0.065,0.3261391,702.0718,0.1076032,0.27566323,0.3249249,0.1037048,0.3011765,0.5053414
Sl,S,20191006_182314823419_956,20190314,0.1723,0.0782,0.1092,0.0953,0.1908,0.1835,0.207,0.2262,0.2179,0.2645,0.1157,0.0629,0.40715393,701.2924,0.12708521,0.34883723,0.39144316,0.1255346,0.32319394,0.6985059
Sl,S,20191006_182314823419_956,20190314,0.1735,0.0748,0.0998,0.0918,0.1908,0.1854,0.2116,0.2416,0.2223,0.2663,0.1253,0.0674,0.44931012,701.3623,0.14353551,0.41534862,0.41547275,0.14671202,0.3169801,0.85796106
Sf,S,edit,20190314,0.0692,0.0603,0.0861,0.0767,0.1733,0.1712,0.1928,0.1898,0.1715,0.1568,0.0447,0.0302,0.42439023,701.08344,0.11908399,0.3758608,0.38195002,0.1094716,0.6187633,0.7725409
Sf,S,edit,20190314,0.0682,0.0547,0.0852,0.0632,0.1694,0.1793,0.1996,0.247,0.1883,0.1506,0.0426,0.029,0.592521,701.18585,0.1876522,0.487056,0.49741548,0.175308,0.7058011,1.3137956
Sf,S,edit,20190314,0.0672,0.058,0.0883,0.0667,0.1517,0.1591,0.1761,0.1824,0.169,0.1445,0.0425,0.0307,0.46447212,701.5878,0.12022541,0.3476173,0.43402633,0.107362404,0.6220542,0.79084086
Sf,S,edit,20190314,0.0716,0.0783,0.108,0.0907,0.1719,0.1628,0.1799,0.1932,0.1568,0.1364,0.0433,0.0309,0.36104262,701.17267,0.111363806,0.28286853,0.2670707,0.09582221,0.6338266,0.5501879
Sf,S,edit,20190314,0.0709,0.0518,0.0907,0.0785,0.172,0.1745,0.1893,0.2306,0.1766,0.1311,0.0426,0.0303,0.49207374,701.1515,0.1588133,0.4354186,0.384555,0.1473908,0.6881405,1.0673684
Sf,S,edit,20190314,0.0702,0.0553,0.0788,0.065,0.1527,0.1543,0.1673,0.1664,0.1583,0.1259,0.0424,0.0317,0.43820226,700.83307,0.1056262,0.35725936,0.41782355,0.0960732,0.5938697,0.7561521
Sl,S,20191006_190730070483_838,20190314,0.1458,0.0969,0.149,0.1362,0.2674,0.2361,0.2633,0.1732,0.2607,0.2113,0.1686,0.1169,0.119586304,700.2974,0.030941203,0.0751086,0.313681,0.032059196,0.013458174,0.15046766
Sl,S,20191006_190730070483_838,20190314,0.1396,0.0979,0.134,0.14,0.264,0.2452,0.2656,0.2066,0.2733,0.228,0.1728,0.1186,0.19215232,700.7934,0.060466394,0.21315323,0.322526,0.06891599,0.08908801,0.28719273
Sl,S,20191006_190730070483_838,20190314,0.1334,0.0968,0.149,0.13,0.267,0.259,0.2785,0.2768,0.2905,0.2447,0.1835,0.1241,0.36086532,700.82465,0.1367955,0.3001409,0.38168845,0.139466,0.20269388,0.59723353
Sl,S,20191006_191252145732_536,20190314,0.1525,0.0868,0.1232,0.1302,0.2521,0.2928,0.3289,0.3462,0.3894,0.3963,0.2981,0.1878,0.4534005,703.5516,0.1846027,0.47507456,0.49884525,0.21870199,0.07465466,1.0285714
Sl,S,20191006_191252145732_536,20190314,0.1496,0.0483,0.0671,0.0879,0.1744,0.21,0.2592,0.2896,0.3595,0.4033,0.2547,0.1333,0.5343047,704.9226,0.17050841,0.6237735,0.60706306,0.2097288,0.06411907,1.7478337
Sl,S,20191006_191252145732_536,20190314,0.1502,0.061,0.0941,0.0982,0.2103,0.2501,0.295,0.3174,0.3642,0.4004,0.2106,0.1176,0.52743024,703.9585,0.19818121,0.54264885,0.5752595,0.22078261,0.20227274,1.4132818
Sl,S,20191006_191252145732_536,20190314,0.1471,0.0504,0.0657,0.0967,0.1602,0.1967,0.2458,0.2724,0.3494,0.4077,0.2394,0.1182,0.47602278,706.0836,0.1490151,0.6113576,0.566465,0.187666,0.0644783,1.5133505
Sl,S,20191006_191252145732_536,20190314,0.1479,0.054,0.0771,0.0876,0.1863,0.2312,0.2769,0.3156,0.353,0.4046,0.1822,0.0925,0.56547624,704.66046,0.2103098,0.60733384,0.6023604,0.232053,0.26797912,1.7391306
Sl,S,20191006_191252145732_536,20190314,0.1456,0.0444,0.0683,0.0897,0.18,0.2363,0.2747,0.306,0.3559,0.4087,0.2129,0.1123,0.54662627,705.18494,0.1932616,0.635052,0.5973968,0.22456038,0.179418,1.9192547
Sl,S,20191006_191252145732_536,20190314,0.1465,0.0556,0.0904,0.0904,0.1955,0.256,0.2928,0.3406,0.352,0.4053,0.172,0.0923,0.58051044,704.6977,0.23494081,0.58051044,0.59132004,0.2502,0.32891145,1.7136986
Sl,S,20191006_191252145732_536,20190314,0.1474,0.0598,0.0945,0.089,0.2146,0.2716,0.3057,0.322,0.3413,0.402,0.1484,0.0832,0.56690997,703.75824,0.2218922,0.54621845,0.5863352,0.23087698,0.36904764,1.5100453
Sl,S,20191006_191342422620_362,20190314,0.1406,0.0651,0.1074,0.0991,0.2103,0.2504,0.2945,0.3392,0.3528,0.3704,0.2503,0.146,0.54779834,703.97437,0.2118256,0.51903266,0.56140745,0.23689619,0.15080579,1.3918841
Sl,S,20191006_191342422620_362,20190314,0.1421,0.0554,0.082,0.0995,0.2108,0.255,0.296,0.3038,0.3526,0.3788,0.2455,0.1458,0.50657076,704.0194,0.17699799,0.5749092,0.5598319,0.21105498,0.10613507,1.4868995
Sl,S,20191006_192732943257_908,20190314,0.1271,0.1124,0.1544,0.177,0.2763,0.2776,0.302,0.3388,0.3124,0.2613,0.2009,0.1332,0.3136875,702.6747,0.1573307,0.37388486,0.2766653,0.17052361,0.25551233,0.6064468
Sl,S,20191006_193324184299_244,20190314,0.1812,0.0714,0.1062,0.1088,0.2238,0.2373,0.2739,0.2908,0.3054,0.273,0.1808,0.1001,0.45545548,702.53687,0.168536,0.46498737,0.47464997,0.18300359,0.23324852,1.0247749
Sl,S,20191006_193324184299_244,20190314,0.1805,0.0843,0.1206,0.1124,0.229,0.2436,0.2786,0.2932,0.3035,0.272,0.1756,0.0972,0.44575936,702.51904,0.16898158,0.41710967,0.45948547,0.17763479,0.25085318,0.8823816
Sl,S,20191006_201312546905_577,20190314,0.0812,0.0542,0.072,0.069,0.1257,0.1353,0.152,0.1676,0.176,0.2167,0.1412,0.1021,0.4167371,702.9617,0.08509861,0.39899835,0.43673468,0.09744201,0.08549222,0.78129965
Sl,S,20191006_201312546905_577,20190314,0.0779,0.0561,0.0744,0.0641,0.1281,0.1373,0.1551,0.1748,0.1753,0.203,0.1332,0.0961,0.4633738,702.5603,0.09777829,0.40288925,0.4644946,0.106724195,0.1350649,0.8482758
Sl,S,20191006_201312546905_577,20190314,0.0746,0.0448,0.0587,0.0539,0.1314,0.1411,0.1576,0.1766,0.1755,0.1894,0.1359,0.0998,0.53232104,701.7055,0.107365996,0.5010625,0.5300785,0.120847195,0.13023996,1.1855072
Lb,L,20191006_202512491025_680,20190314,0.1799,0.301,0.3462,0.4144,0.4317,0.4488,0.4749,0.5376,0.4927,0.2726,0.3425,0.2303,0.12941173,705.5148,0.13664526,0.21656483,0.08631904,0.14952518,0.22167933,0.19035843
Lb,L,20191006_202512491025_680,20190314,0.1821,0.3,0.4176,0.4308,0.4372,0.4034,0.4281,0.502,0.4242,0.2475,0.2697,0.182,0.07632932,704.6773,0.10132569,0.091779,-0.0077192895,0.076295175,0.3010237,0.0992196
Lb,L,20191006_202512491025_680,20190314,0.1828,0.3356,0.3934,0.516,0.4517,0.4145,0.4474,0.5704,0.4492,0.2532,0.2813,0.1887,0.05007366,706.2122,0.09828892,0.18364805,-0.06920843,0.10172361,0.33943877,0.07462281
Lb,L,20191006_202512491025_680,20190314,0.1835,0.3646,0.3968,0.4848,0.4397,0.3988,0.4385,0.568,0.4453,0.2588,0.285,0.1874,0.07902736,705.9162,0.12056261,0.17744611,-0.042468548,0.11716801,0.33177024,0.109272406
Lb,L,20191006_202512491025_680,20190314,0.1842,0.319,0.4244,0.4168,0.4169,0.3845,0.4221,0.5384,0.4308,0.2645,0.2892,0.1884,0.12730318,705.1114,0.1454612,0.11840464,0.016517224,0.118666396,0.30111164,0.16357279
Lb,L,20191006_202600236038_619,20190314,0.1514,0.2656,0.3414,0.3912,0.4591,0.45,0.4713,0.446,0.489,0.3185,0.4274,0.2901,0.065456286,703.9278,0.048030615,0.13284229,0.11111109,0.07402281,0.021296104,0.09028007
Lb,L,20191006_202600236038_619,20190314,0.1595,0.3276,0.3992,0.484,0.4819,0.4714,0.4929,0.526,0.5135,0.3384,0.4602,0.3141,0.041584183,705.2405,0.046450615,0.13705148,0.029573914,0.074732825,0.066720754,0.0577876
Lb,L,20191006_202600236038_619,20190314,0.1642,0.3278,0.408,0.4916,0.488,0.4894,0.5017,0.5352,0.52,0.346,0.4786,0.3257,0.04246201,705.30975,0.046031,0.13486005,0.028074311,0.0758696,0.055829555,0.05925522
Lb,L,20191006_202600236038_619,20190314,0.1688,0.3298,0.3962,0.4832,0.4826,0.4917,0.4992,0.538,0.5148,0.3536,0.4824,0.3302,0.053662337,705.30896,0.05494958,0.15178761,0.031663325,0.088381976,0.05448842,0.075482056
Lb,L,20191006_202600236038_619,20190314,0.1734,0.3038,0.3884,0.456,0.4659,0.4784,0.4853,0.5184,0.4981,0.3613,0.4716,0.3273,0.06403942,705.1761,0.059482813,0.1433613,0.044125367,0.088493615,0.047272746,0.09014738
Lb,L,20191006_202600236038_619,20190314,0.1781,0.2752,0.332,0.4096,0.4433,0.457,0.4655,0.4512,0.4772,0.3689,0.4643,0.3256,0.04832716,704.7765,0.031371117,0.15219614,0.076229155,0.07155362,-0.0143091185,0.068511225
Lb,L,20191006_202600236038_619,20190314,0.1387,0.2698,0.3538,0.4058,0.4248,0.4263,0.4492,0.4452,0.4671,0.3131,0.4036,0.276,0.04629845,705.111,0.039811373,0.11439298,0.07022566,0.059471987,0.049010355,0.0631815
Lb,L,20191006_202600236038_619,20190314,0.1466,0.3218,0.3992,0.464,0.4546,0.4503,0.4732,0.5168,0.4936,0.332,0.4413,0.3034,0.053833608,705.5415,0.057044894,0.12838428,0.030910635,0.07781279,0.07880178,0.07323163
Lb,L,20191006_202600236038_619,20190314,0.1521,0.3206,0.4086,0.484,0.4637,0.469,0.4834,0.5332,0.5028,0.3395,0.4642,0.3193,0.048368096,705.7505,0.05290264,0.13229987,0.01905147,0.078304425,0.0691799,0.067471236
Lb,L,20191006_202600236038_619,20190314,0.1576,0.3308,0.4112,0.4872,0.4677,0.4799,0.4882,0.5372,0.5057,0.3469,0.4761,0.328,0.04880904,705.7387,0.052075684,0.13285533,0.018632289,0.07933599,0.060298014,0.06738542
Lb,L,20191006_202600236038_619,20190314,0.1631,0.3428,0.43,0.5108,0.4667,0.4829,0.4876,0.5604,0.5025,0.3544,0.4769,0.3295,0.046303216,706.1979,0.055939317,0.13166398,-0.008191066,0.080788806,0.08049744,0.06418221
Lb,L,20191006_202600236038_619,20190314,0.1686,0.357,0.4348,0.5228,0.4565,0.474,0.4793,0.5664,0.4924,0.3619,0.4744,0.3301,0.040029343,706.6757,0.05265075,0.13144226,-0.029944874,0.07756797,0.088393524,0.05506436
Lb,L,20191006_202630865508_946,20190314,0.1852,0.293,0.3802,0.4452,0.3972,0.3956,0.4199,0.5104,0.4344,0.2183,0.2962,0.1947,0.068229385,706.5606,0.093063,0.14619358,-0.012278313,0.090289995,0.26555914,0.096850865
Lb,L,20191006_202630865508_946,20190314,0.1865,0.3376,0.4272,0.466,0.4263,0.4126,0.457,0.5456,0.4734,0.2435,0.3452,0.2249,0.078687236,706.46857,0.1021896,0.12171053,0.007877375,0.094576806,0.22496632,0.104079515
Lb,L,20191006_202630865508_946,20190314,0.1886,0.309,0.3628,0.4228,0.3978,0.3735,0.4144,0.516,0.4258,0.2256,0.2993,0.1923,0.09927564,705.94385,0.11629447,0.1743286,0.003535224,0.116359964,0.2657917,0.13873172
Lb,L,20191006_202756929937_429,20190314,0.118,0.3152,0.3874,0.4524,0.4361,0.3815,0.3872,0.4416,0.3816,0.1547,0.2335,0.1412,-0.012080542,704.30225,0.03013429,0.06537997,-0.084892094,0.014289994,0.30825064,-0.015371483
Lb,L,20191006_202756929937_429,20190314,0.1154,0.3254,0.4152,0.5028,0.4666,0.4461,0.4516,0.5316,0.452,0.1744,0.267,0.1586,0.027842239,705.4065,0.0728946,0.122940436,-0.053204853,0.06261361,0.33132985,0.038887404
Lb,L,20191006_202756929937_429,20190314,0.1127,0.32,0.3912,0.4564,0.4106,0.4025,0.4173,0.5108,0.415,0.1941,0.2454,0.1473,0.056244824,706.12994,0.09385699,0.13259423,-0.04750977,0.079567194,0.35096532,0.07649043
Lb,L,20191006_202756929937_429,20190314,0.1216,0.3086,0.3694,0.446,0.4321,0.3741,0.3862,0.4356,0.3726,0.1732,0.2398,0.1427,-0.01179673,704.30536,0.02815941,0.082236044,-0.08966531,0.019167606,0.28990227,-0.015339229
Lb,L,20191006_202756929937_429,20190314,0.1184,0.2966,0.388,0.4588,0.451,0.4399,0.4599,0.5084,0.4498,0.1959,0.2781,0.163,0.051282085,705.32806,0.08339092,0.13431504,-0.00990532,0.076928824,0.29281628,0.072451115
Lb,L,20191006_202756929937_429,20190314,0.1153,0.2996,0.3874,0.4576,0.3946,0.4108,0.4433,0.5044,0.4381,0.2186,0.2646,0.1537,0.048648667,707.42706,0.08289102,0.13119534,-0.02177067,0.07389721,0.31183353,0.06812229
Lb,L,20191006_202838113496_758,20190314,0.1839,0.2902,0.3378,0.3898,0.3863,0.3832,0.4001,0.4876,0.4119,0.268,0.3061,0.2032,0.11146567,705.39343,0.1134519,0.18148777,0.027566424,0.11787199,0.22867581,0.15573245
